Virtual Address: 36983, Main Memory Address: 72, Offset: 119

Main Memory Address: 72, Offset: 119

Virtual Address: 59557, Main Memory Address: 102, Offset: 165

Main Memory Address: 102, Offset: 165

Virtual Address: 36663, Virtual Address: 36436, Main Memory Address: 57, Offset: 84

Main Memory Address: 57, Offset: 84

Virtual Address: 37057, Main Memory Address: 72, Offset: 193

Main Memory Address: 72, Offset: 193

Virtual Address: 23585, Virtual Address: 58791, Virtual Address: 46666, Virtual Address: 64475, Main Memory Address: 20, Offset: 219

Main Memory Address: 20, Offset: 219

Virtual Address: 21615, Virtual Address: 41090, Main Memory Address: 35, Offset: 130

Main Memory Address: 35, Offset: 130

Virtual Address: 1771, Virtual Address: 47513, Main Memory Address: 126, Offset: 153

Main Memory Address: 126, Offset: 153

